file,contract,ground truth,vul_type
3341,ApproveAndCallFallBack,0,block number dependency
3341,MiniMeToken,0,block number dependency
3341,MiniMeTokenFactory,0,block number dependency
3341,DTXToken,0,block number dependency
3341,Ownable,0,block number dependency
3341,BountyVault,0,block number dependency
3347,F3Devents,0,block number dependency
3347,FoMo3Dsmall,0,block number dependency
3350,RSEvents,0,block number dependency
3350,modularRatScam,0,block number dependency
3350,RatScam,0,block number dependency
3363,F3Devents,0,block number dependency
3363,modularShort,0,block number dependency
3363,FoMo12H,0,block number dependency
3364,F3Devents,0,block number dependency
3364,modularShort,0,block number dependency
3364,F3DPLUS,0,block number dependency
3371,F3Devents,0,block number dependency
3371,modularLong,0,block number dependency
3371,FoMoGame,0,block number dependency
3383,F3Devents,0,block number dependency
3383,modularShort,0,block number dependency
3383,GrandTheftFOMO,0,block number dependency
3386,DSAuthority,0,block number dependency
3386,DSAuthEvents,0,block number dependency
3386,DSAuth,0,block number dependency
3386,AssetPriceOracle,0,block number dependency
3386,ContractForDifference,1,block number dependency
3394,F3Devents,0,block number dependency
3394,modularShort,0,block number dependency
3394,GrandTheftFOMO,0,block number dependency
3434,Owned,0,block number dependency
3434,Greedy,0,block number dependency
3455,F3Devents,0,block number dependency
3455,FoMo3Dshort,0,block number dependency
3455,modularShort,0,block number dependency
3468,F3Devents,0,block number dependency
3468,modularShort,0,block number dependency
3468,FoMo3Dshort,0,block number dependency
3476,F3Devents,0,block number dependency
3476,FoMo3Dshort,0,block number dependency
3476,modularShort,0,block number dependency
3488,RSEvents,0,block number dependency
3488,modularRatScam,0,block number dependency
3488,RatScam,0,block number dependency
3491,F3Devents,0,block number dependency
3491,modularShort,0,block number dependency
3491,FoMo3DshortAgain,0,block number dependency
3495,F3Devents,0,block number dependency
3495,modularShort,0,block number dependency
3495,FoMo3Dshort,0,block number dependency
3508,SupportsInterfaceWithLookup,0,block number dependency
3508,ERC721Basic,0,block number dependency
3508,ERC721Enumerable,0,block number dependency
3508,ERC721Metadata,0,block number dependency
3508,ERC721,0,block number dependency
3508,ERC721Receiver,0,block number dependency
3508,ERC721BasicToken,0,block number dependency
3508,ERC721Token,0,block number dependency
3508,Nifties,0,block number dependency
3509,SupportsInterfaceWithLookup,0,block number dependency
3509,ERC721Basic,0,block number dependency
3509,ERC721Enumerable,0,block number dependency
3509,ERC721Metadata,0,block number dependency
3509,ERC721,0,block number dependency
3509,ERC721Receiver,0,block number dependency
3509,ERC721BasicToken,0,block number dependency
3509,ERC721Token,0,block number dependency
3509,Nfties,0,block number dependency
3514,Suohaevents,0,block number dependency
3514,modularShort,0,block number dependency
3514,Suoha,0,block number dependency
3522,F3Devents,0,block number dependency
3522,modularShort,0,block number dependency
3522,FoMo3DLightning,0,block number dependency
3526,F3Devents,0,block number dependency
3526,modularFast,0,block number dependency
3526,FoMo3DFast,0,block number dependency
3533,F3Devents,0,block number dependency
3533,modularShort,0,block number dependency
3533,FOMO3,0,block number dependency
3534,Ownable,0,block number dependency
3534,ERC20Basic,0,block number dependency
3534,ERC20,0,block number dependency
3534,StakerToken,0,block number dependency
3534,Staker,0,block number dependency
3536,FFFevents,0,block number dependency
3536,modularShort,0,block number dependency
3536,FFFultra,0,block number dependency
3548,F3Devents,0,block number dependency
3548,modularShort,0,block number dependency
3548,FoMo3DFAST,0,block number dependency
3555,F3Devents,0,block number dependency
3555,modularShort,0,block number dependency
3555,FoMo3Dshort,0,block number dependency
3556,F3Devents,0,block number dependency
3556,modularShort,0,block number dependency
3556,F3DShop,0,block number dependency
3560,F3Devents,0,block number dependency
3560,modularShort,0,block number dependency
3560,FomoSuper,0,block number dependency
3574,SafeMath,0,block number dependency
3574,Token,0,block number dependency
3574,StandardToken,0,block number dependency
3574,ReserveToken,0,block number dependency
3574,AccountLevels,0,block number dependency
3574,AccountLevelsTest,0,block number dependency
3574,BitDex,1,block number dependency
3577,F3Devents,0,block number dependency
3577,modularShort,0,block number dependency
3577,F3DGo,0,block number dependency
3578,F3Devents,0,block number dependency
3578,modularShort,0,block number dependency
3578,F3DGo,0,block number dependency
3589,F3Devents,0,block number dependency
3589,modularShort,0,block number dependency
3589,F3DPLUS,0,block number dependency
3591,F3Devents,0,block number dependency
3591,FoMo3Dsmall,0,block number dependency
3594,F3Devents,0,block number dependency
3594,modularShort,0,block number dependency
3594,F3DClick,0,block number dependency
3597,F3Devents,0,block number dependency
3597,modularShort,0,block number dependency
3597,FoMo3Dshort,0,block number dependency
3624,F3Devents,0,block number dependency
3624,modularLong,0,block number dependency
3624,FoMo3Dlong,0,block number dependency
3630,F3Devents,0,block number dependency
3630,modularShort,0,block number dependency
3630,F3DSHORT,0,block number dependency
3643,F3Devents,0,block number dependency
3643,modularShort,0,block number dependency
3643,F3DSHORT,0,block number dependency
3649,F3Devents,0,block number dependency
3649,modularShort,0,block number dependency
3649,FoMo3Dshort,0,block number dependency
3650,F3Devents,0,block number dependency
3650,modularShort,0,block number dependency
3650,F3DSHORT,0,block number dependency
3656,F3Devents,0,block number dependency
3656,modularShort,0,block number dependency
3656,F3DPLUS,0,block number dependency
3659,F3Devents,0,block number dependency
3659,modularShort,0,block number dependency
3659,Fomo60Min,0,block number dependency
3661,F3Devents,0,block number dependency
3661,modularShort,0,block number dependency
3661,Fomo60Min,0,block number dependency
3664,F3Devents,0,block number dependency
3664,modularShort,0,block number dependency
3664,F3DNEW,0,block number dependency
3665,MultiOwnable,0,block number dependency
3665,ERC20Interface,0,block number dependency
3665,ApproveAndCallFallBack,0,block number dependency
3665,TruGold,0,block number dependency
3669,F3Devents,0,block number dependency
3669,modularShort,0,block number dependency
3669,FoMo3DLight,0,block number dependency
3670,F3Devents,0,block number dependency
3670,modularShort,0,block number dependency
3670,F3DSHORT,0,block number dependency
3685,F3Devents,0,block number dependency
3685,modularShort,0,block number dependency
3685,F3DNEW,0,block number dependency
3689,TokenController,0,block number dependency
3689,ApproveAndCallFallBack,0,block number dependency
3689,EthertoteToken,1,block number dependency
3691,F3Devents,0,block number dependency
3691,modularShort,0,block number dependency
3691,FoMo3DUnlimited,0,block number dependency
3692,F3Devents,0,block number dependency
3692,modularShort,0,block number dependency
3692,FoMo3Dshort,0,block number dependency
3694,F3Devents,0,block number dependency
3694,modularShort,0,block number dependency
3694,FoMo3DUnlimited,0,block number dependency
3696,F3Devents,0,block number dependency
3696,modularShort,0,block number dependency
3696,F3DSOON,0,block number dependency
3703,F3Devents,0,block number dependency
3703,modularShort,0,block number dependency
3703,F3DSHORT,0,block number dependency
3704,KickTheCoin,1,block number dependency
3705,F3Devents,0,block number dependency
3705,modularShort,0,block number dependency
3705,FoMo3Dshort,0,block number dependency
3706,F3Devents,0,block number dependency
3706,modularShort,0,block number dependency
3706,F3Dultra,0,block number dependency
3708,KickTheCoin,0,block number dependency
3708,WithdrawFromKickTheCoin,1,block number dependency
3711,KickTheCoin,1,block number dependency
3717,F3Devents,0,block number dependency
3717,modularShort,0,block number dependency
3717,FoMo3Dshort,0,block number dependency
3719,F3Devents,0,block number dependency
3719,modularShort,0,block number dependency
3719,FoMo3DLightning,0,block number dependency
3722,F3Devents,0,block number dependency
3722,modularShort,0,block number dependency
3722,F3DLink,0,block number dependency
3724,RSEvents,0,block number dependency
3724,modularRatScam,0,block number dependency
3724,RatScam,0,block number dependency
3732,F3Devents,0,block number dependency
3732,modularShort,0,block number dependency
3732,FullFOMO,0,block number dependency
3735,F3Devents,0,block number dependency
3735,modularShort,0,block number dependency
3735,FoMo3Dshort,0,block number dependency
3757,F3Devents,0,block number dependency
3757,modularShort,0,block number dependency
3757,F3DPLUS,0,block number dependency
3761,F3Devents,0,block number dependency
3761,modularShort,0,block number dependency
3761,FoMoFAIR,0,block number dependency
3765,F3Devents,0,block number dependency
3765,modularShort,0,block number dependency
3765,FoMoFAIR,0,block number dependency
3768,F3Devents,0,block number dependency
3768,modularShort,0,block number dependency
3768,FoMo3Dshort,0,block number dependency
3770,F3Devents,0,block number dependency
3770,modularLong,0,block number dependency
3770,FoMo3Dlong,0,block number dependency
3773,F3Devents,0,block number dependency
3773,modularShort,0,block number dependency
3773,F3DPLUS,0,block number dependency
3790,F3Devents,0,block number dependency
3790,modularShort,0,block number dependency
3790,FoMo3Dshort,0,block number dependency
3796,F3Devents,0,block number dependency
3796,modularLong,0,block number dependency
3796,DiviesCTR,0,block number dependency
3801,F3Devents,0,block number dependency
3801,modularShort,0,block number dependency
3801,F3DPLUS,0,block number dependency
3802,F3Devents,0,block number dependency
3802,modularShort,0,block number dependency
3802,FoMo3DLightning,0,block number dependency
3804,F3Devents,0,block number dependency
3804,modularShort,0,block number dependency
3804,FOMOQuick,0,block number dependency
3810,F3Devents,0,block number dependency
3810,modularShort,0,block number dependency
3810,FoMo3DLightning,0,block number dependency
3811,F3Devents,0,block number dependency
3811,modularShort,0,block number dependency
3811,FoMo3Dshort,0,block number dependency
3823,F3Devents,0,block number dependency
3823,modularLong,0,block number dependency
3823,FoMo3Dlong,0,block number dependency
3826,F3Devents,0,block number dependency
3826,modularShort,0,block number dependency
3826,FoMo3DLightning,0,block number dependency
3828,ERC20Interface,0,block number dependency
3828,ERC918Interface,0,block number dependency
3828,MiningKingInterface,0,block number dependency
3828,ApproveAndCallFallBack,0,block number dependency
3828,Owned,0,block number dependency
3828,LavaWallet,1,block number dependency
3873,F3Devents,0,block number dependency
3873,modularShort,0,block number dependency
3873,FoMo3Dshort,0,block number dependency
3894,IAugur,0,block number dependency
3894,IController,0,block number dependency
3894,IOwnable,0,block number dependency
3894,ITyped,0,block number dependency
3894,Initializable,0,block number dependency
3894,Ownable,0,block number dependency
3894,EscapeHatchController,0,block number dependency
3894,ERC20Basic,0,block number dependency
3894,ERC20,0,block number dependency
3894,IFeeToken,0,block number dependency
3894,IFeeWindow,0,block number dependency
3894,IMailbox,0,block number dependency
3894,IMailbox,0,block number dependency
3894,IReportingParticipant,0,block number dependency
3894,IDisputeCrowdsourcer,0,block number dependency
3894,IReputationToken,0,block number dependency
3894,IUniverse,0,block number dependency
3894,ICash,0,block number dependency
3894,IOrders,0,block number dependency
3894,IShareToken,0,block number dependency
3911,F3Devents,0,block number dependency
3911,modularShort,0,block number dependency
3911,FoMo3Dshort,0,block number dependency
3915,FoMo3Dlong,0,block number dependency
3915,MainHub,0,block number dependency
3915,AirdropHacker,0,block number dependency
3919,FoMo3Dlong,0,block number dependency
3919,MainHub,0,block number dependency
3919,AirdropHacker,0,block number dependency
3932,F3Devents,0,block number dependency
3932,modularShort,0,block number dependency
3932,FoMo3Dshort,0,block number dependency
3934,F3Devents,0,block number dependency
3934,modularShort,0,block number dependency
3934,FoMo3Dshort,0,block number dependency
3935,F3Devents,0,block number dependency
3935,modularShort,0,block number dependency
3935,FoMo3Dshort,0,block number dependency
3936,ERC20Interface,0,block number dependency
3936,Ownable,0,block number dependency
3936,Upgradeable,0,block number dependency
3936,EmergencySafe,0,block number dependency
3936,IXTPaymentContract,0,block number dependency
3936,Policy,0,block number dependency
3936,PolicyRegistry,0,block number dependency
3945,Ownable,0,block number dependency
3945,ERC20Basic,0,block number dependency
3945,ERC20,0,block number dependency
3945,BasicToken,0,block number dependency
3945,StandardToken,0,block number dependency
3945,KanadeCoin,0,block number dependency
3955,Ownable,0,block number dependency
3955,Claimable,0,block number dependency
3955,SimpleFlyDropToken,0,block number dependency
3955,DelayedClaimable,1,block number dependency
3955,FlyDropTokenMgr,0,block number dependency
3955,ERC20Basic,0,block number dependency
3955,ERC20,0,block number dependency
3970,IMigrationContract,0,block number dependency
3970,SafeMath,0,block number dependency
3970,StandardToken,0,block number dependency
3970,XinXianToken,1,block number dependency
3971,Owned,0,block number dependency
3971,TokenDB,0,block number dependency
3971,Token,0,block number dependency
3971,Ico,0,block number dependency
3971,IcoLib,1,block number dependency
510,AbstractStorage,1,dangerous delegatecall
1138,Destroy,0,dangerous delegatecall
2004,Oracle,0,dangerous delegatecall
2004,Proxied,0,dangerous delegatecall
2004,Proxy,1,dangerous delegatecall
2004,CentralizedBugOracleData,0,dangerous delegatecall
2004,CentralizedBugOracleProxy,0,dangerous delegatecall
2004,CentralizedBugOracle,0,dangerous delegatecall
2860,Ownable,0,dangerous delegatecall
2860,LikeCoinInterface,0,dangerous delegatecall
2860,ArtMuseumBase,0,dangerous delegatecall
2860,ArtMuseum,0,dangerous delegatecall
3521,ERC165,0,dangerous delegatecall
3521,ERC721Basic,0,dangerous delegatecall
3521,ERC721Enumerable,0,dangerous delegatecall
3521,ERC721Metadata,0,dangerous delegatecall
3521,ERC721,0,dangerous delegatecall
3521,ProxyOwnable,0,dangerous delegatecall
3521,CodexRecordProxy,0,dangerous delegatecall
3721,Proxied,0,dangerous delegatecall
3721,Proxy,1,dangerous delegatecall
3721,DutchExchangeProxy,1,dangerous delegatecall
3972,Owned,0,dangerous delegatecall
3972,TokenDB,0,dangerous delegatecall
3972,Token,0,dangerous delegatecall
3972,Ico,0,dangerous delegatecall
4617,Proxy,0,dangerous delegatecall
4617,ProxyFactory,0,dangerous delegatecall
5321,Proxied,0,dangerous delegatecall
5321,Proxy,1,dangerous delegatecall
5321,DutchExchangeProxy,1,dangerous delegatecall
5332,CrowdsaleTokenInterface,0,dangerous delegatecall
5332,CrowdsaleLimit,0,dangerous delegatecall
5332,Ownable,0,dangerous delegatecall
5332,Haltable,0,dangerous delegatecall
5332,Crowdsale,0,dangerous delegatecall
5349,Proxied,0,dangerous delegatecall
5349,Proxy,1,dangerous delegatecall
5349,DutchExchangeProxy,1,dangerous delegatecall
5380,LikeCoinInterface,0,dangerous delegatecall
5380,Ownable,0,dangerous delegatecall
5380,ArtMuseumBase,0,dangerous delegatecall
5380,ArtMuseum,0,dangerous delegatecall
5854,Owned,0,dangerous delegatecall
5854,SafeDecimalMath,0,dangerous delegatecall
5854,SelfDestructible,0,dangerous delegatecall
5854,Owned,0,dangerous delegatecall
5854,TokenState,0,dangerous delegatecall
5854,Proxy,0,dangerous delegatecall
5854,Proxyable,0,dangerous delegatecall
5854,ExternStateToken,0,dangerous delegatecall
5854,FeeToken,0,dangerous delegatecall
5854,LimitedSetup,0,dangerous delegatecall
5854,HavvenEscrow,0,dangerous delegatecall
5854,Havven,0,dangerous delegatecall
5854,Court,0,dangerous delegatecall
5854,Nomin,0,dangerous delegatecall
5854,NominAirdropper,0,dangerous delegatecall
5901,Proxied,0,dangerous delegatecall
5901,Proxy,1,dangerous delegatecall
5901,DutchExchangeProxy,1,dangerous delegatecall
6043,ERC20Interface,0,dangerous delegatecall
6043,ERC223Interface,0,dangerous delegatecall
6043,owned,0,dangerous delegatecall
6043,ContractReceiver,0,dangerous delegatecall
6043,SPFCTokenType,0,dangerous delegatecall
6043,ERC20Token,0,dangerous delegatecall
6043,TimeVaultToken,0,dangerous delegatecall
6043,StandardToken,0,dangerous delegatecall
6043,StandardTokenExt,0,dangerous delegatecall
6043,OwnershipTransferrable,0,dangerous delegatecall
6043,VersionedToken,1,dangerous delegatecall
6043,SPFCToken,1,dangerous delegatecall
6043,SPFCTokenImpl,0,dangerous delegatecall
7003,AbstractSweeper,0,dangerous delegatecall
7003,Token,0,dangerous delegatecall
7003,DefaultSweeper,0,dangerous delegatecall
7003,UserWallet,0,dangerous delegatecall
7003,AbstractSweeperList,0,dangerous delegatecall
7003,Controller,0,dangerous delegatecall
7129,Proxied,0,dangerous delegatecall
7129,Proxy,1,dangerous delegatecall
7129,DutchExchangeProxy,1,dangerous delegatecall
7066,SafeMath,0,dangerous delegatecall
7066,Token,0,dangerous delegatecall
7066,AbstractToken,0,dangerous delegatecall
7066,EURSToken,0,dangerous delegatecall
7493,Proxied,0,dangerous delegatecall
7493,Proxy,1,dangerous delegatecall
7493,Token,0,dangerous delegatecall
7493,StandardTokenData,0,dangerous delegatecall
7493,StandardToken,0,dangerous delegatecall
7493,TokenFRT,0,dangerous delegatecall
7494,Proxied,0,dangerous delegatecall
7494,Proxy,1,dangerous delegatecall
7494,DutchExchangeProxy,1,dangerous delegatecall
7628,Roles,0,dangerous delegatecall
7628,Storage,0,dangerous delegatecall
7628,Registry,1,dangerous delegatecall
7628,FKXIdentitiesV1,0,dangerous delegatecall
10708,Owned,0,dangerous delegatecall
10708,Proxyable,0,dangerous delegatecall
10708,Proxy,0,dangerous delegatecall
10726,Main0003_setupSBSigners,0,dangerous delegatecall
10726,MultiSig,0,dangerous delegatecall
10726,StabilityBoardProxy,0,dangerous delegatecall
11074,MultiEventsHistoryAdapter,0,dangerous delegatecall
11074,Emitter,0,dangerous delegatecall
11074,Owned,0,dangerous delegatecall
11074,ERC20Interface,0,dangerous delegatecall
11074,Object,0,dangerous delegatecall
11074,ProxyEventsEmitter,0,dangerous delegatecall
11074,ATxPlatform,0,dangerous delegatecall
11089,Proxied,0,dangerous delegatecall
11089,Proxy,1,dangerous delegatecall
11089,DutchExchangeProxy,1,dangerous delegatecall
11772,AbstractSweeper,0,dangerous delegatecall
11772,Token,0,dangerous delegatecall
11772,UserWallet,0,dangerous delegatecall
12692,References,0,dangerous delegatecall
12692,AuthorizedList,0,dangerous delegatecall
12692,Authorized,0,dangerous delegatecall
12692,main,1,dangerous delegatecall
13000,Ownable,0,dangerous delegatecall
13000,ERC20,0,dangerous delegatecall
13000,BasicToken,0,dangerous delegatecall
13000,ERC223Receiver,0,dangerous delegatecall
13000,ERC677,0,dangerous delegatecall
13000,TokenHolder,0,dangerous delegatecall
13000,ColuLocalCurrency,0,dangerous delegatecall
13000,Standard223Receiver,0,dangerous delegatecall
13000,TokenOwnable,0,dangerous delegatecall
13000,Standard677Token,0,dangerous delegatecall
13000,MarketMaker,0,dangerous delegatecall
13000,IEllipseMarketMaker,0,dangerous delegatecall
13000,EllipseMarketMaker,1,dangerous delegatecall
13000,CurrencyFactory,0,dangerous delegatecall
14108,DelegateProxy,0,dangerous delegatecall
14108,Delegatable,0,dangerous delegatecall
14108,Proxy,0,dangerous delegatecall
14677,Ownable,0,dangerous delegatecall
14677,TokenSwap,0,dangerous delegatecall
14677,ApproveAndCallFallBack,0,dangerous delegatecall
14677,CoinvestToken,0,dangerous delegatecall
16372,Ownable,0,dangerous delegatecall
16372,Pausable,0,dangerous delegatecall
16372,IController,0,dangerous delegatecall
16372,IManager,0,dangerous delegatecall
16372,Manager,0,dangerous delegatecall
16372,ManagerProxyTarget,0,dangerous delegatecall
16372,ManagerProxy,0,dangerous delegatecall
18102,EtherDeltaI,0,dangerous delegatecall
18102,KeyValueStorage,0,dangerous delegatecall
18102,StorageStateful,0,dangerous delegatecall
18102,StorageConsumer,0,dangerous delegatecall
18102,Token,0,dangerous delegatecall
18102,EnclavesDEXProxy,0,dangerous delegatecall
20625,ERC20Interface,0,dangerous delegatecall
20625,ERC223Interface,0,dangerous delegatecall
20625,ELTTokenType,0,dangerous delegatecall
20625,ContractReceiver,0,dangerous delegatecall
20625,owned,0,dangerous delegatecall
20625,ERC20Token,0,dangerous delegatecall
20625,TimeVaultInterface,0,dangerous delegatecall
20625,TimeVaultToken,0,dangerous delegatecall
20625,StandardToken,0,dangerous delegatecall
20625,StandardTokenExt,0,dangerous delegatecall
20625,VersionedToken,1,dangerous delegatecall
20625,ELTToken,1,dangerous delegatecall
20625,ELTTokenImpl,0,dangerous delegatecall
20681,AbstractSweeper,0,dangerous delegatecall
20681,Token,0,dangerous delegatecall
20681,DefaultSweeper,0,dangerous delegatecall
20681,UserWallet,0,dangerous delegatecall
20681,AbstractSweeperList,0,dangerous delegatecall
20681,Controller,0,dangerous delegatecall
20681,Proxy,0,dangerous delegatecall
20740,Proxy,1,dangerous delegatecall
20740,Ownable,0,dangerous delegatecall
20740,UpgradableStorage,0,dangerous delegatecall
20740,Upgradable,0,dangerous delegatecall
20740,KnowledgeProxy,1,dangerous delegatecall
20869,CrowdsaleLimit,0,dangerous delegatecall
20869,Ownable,0,dangerous delegatecall
20869,ERC20Basic,0,dangerous delegatecall
20869,ERC20,0,dangerous delegatecall
20869,Haltable,0,dangerous delegatecall
20869,Crowdsale,0,dangerous delegatecall
20869,BasicToken,0,dangerous delegatecall
20869,StandardToken,0,dangerous delegatecall
20869,MintableToken,0,dangerous delegatecall
20869,ReleasableToken,0,dangerous delegatecall
20869,CrowdsaleToken,0,dangerous delegatecall
20874,CrowdsaleLimit,0,dangerous delegatecall
20874,Ownable,0,dangerous delegatecall
20874,ERC20Basic,0,dangerous delegatecall
20874,ERC20,0,dangerous delegatecall
20874,Haltable,0,dangerous delegatecall
20874,Crowdsale,0,dangerous delegatecall
20874,BasicToken,0,dangerous delegatecall
20874,StandardToken,0,dangerous delegatecall
20874,MintableToken,0,dangerous delegatecall
20874,ReleasableToken,0,dangerous delegatecall
20874,ReleasableToken,0,dangerous delegatecall
20874,CrowdsaleToken,0,dangerous delegatecall
21312,Proxied,0,dangerous delegatecall
21312,Proxy,1,dangerous delegatecall
21312,DutchExchangeProxy,1,dangerous delegatecall
21313,Proxied,0,dangerous delegatecall
21313,Proxy,1,dangerous delegatecall
21313,DutchExchangeProxy,1,dangerous delegatecall
21314,Proxied,0,dangerous delegatecall
21314,Proxy,1,dangerous delegatecall
21314,DutchExchangeProxy,1,dangerous delegatecall
22218,BdpBaseData,0,dangerous delegatecall
22218,BdpContracts,0,dangerous delegatecall
22218,BdpEntryPoint,0,dangerous delegatecall
22229,MultiSigStub,1,dangerous delegatecall
22229,MultiSigFactory,0,dangerous delegatecall
22320,DSAuthority,0,dangerous delegatecall
22320,DSAuthEvents,0,dangerous delegatecall
22320,DSAuth,0,dangerous delegatecall
22320,DSMath,0,dangerous delegatecall
22320,DSNote,0,dangerous delegatecall
22320,ERC20Events,0,dangerous delegatecall
22320,ERC20,0,dangerous delegatecall
22320,TxManager,0,dangerous delegatecall
21344,Proxied,0,dangerous delegatecall
22344,Proxy,1,dangerous delegatecall
22344,DutchExchangeProxy,1,dangerous delegatecall
21345,Proxied,0,dangerous delegatecall
22345,Proxy,1,dangerous delegatecall
22345,DutchExchangeProxy,1,dangerous delegatecall
22648,BdpBaseData,0,dangerous delegatecall
22648,BdpEntryPoint,0,dangerous delegatecall
22943,owned,0,dangerous delegatecall
22943,tokenRecipient,0,dangerous delegatecall
22943,token,0,dangerous delegatecall
22943,OldToken,0,dangerous delegatecall
22943,Ohni,1,dangerous delegatecall
23089,Ownable,0,dangerous delegatecall
23089,ERC20Basic,0,dangerous delegatecall
23089,ERC20,0,dangerous delegatecall
23089,TokenRecipient,0,dangerous delegatecall
23089,DelegateProxy,0,dangerous delegatecall
23089,WyvernDAOProxy,0,dangerous delegatecall
23604,owned,0,dangerous delegatecall
23604,tokenRecipient,0,dangerous delegatecall
23604,token,1,dangerous delegatecall
24227,FundRanking,0,dangerous delegatecall
24277,DBC,0,dangerous delegatecall
24277,Owned,0,dangerous delegatecall
24277,Version,0,dangerous delegatecall
24277,DSMath,0,dangerous delegatecall
24227,Fund,0,dangerous delegatecall
24277,Shares,0,dangerous delegatecall
24277,Asset,0,dangerous delegatecall
24277,RestrictedShares,0,dangerous delegatecall
24277,WETH9_,0,dangerous delegatecall
25217,ERC20,0,dangerous delegatecall
25217,BasicToken,0,dangerous delegatecall
25217,ERC677,0,dangerous delegatecall
25217,Ownable,0,dangerous delegatecall
25217,TokenHolder,0,dangerous delegatecall
25217,ColuLocalCurrency,0,dangerous delegatecall
25217,ERC223Receiver,0,dangerous delegatecall
25217,Standard223Receiver,1,dangerous delegatecall
25217,TokenOwnable,0,dangerous delegatecall
25217,MarketMaker,0,dangerous delegatecall
25217,EllipseMarketMaker,1,dangerous delegatecall
25217,IEllipseMarketMaker,0,dangerous delegatecall
25217,CurrencyFactory,0,dangerous delegatecall
25219,ERC223Receiver,0,dangerous delegatecall
25219,MarketMaker,0,dangerous delegatecall
25219,IEllipseMarketMaker,0,dangerous delegatecall
25219,ERC20,0,dangerous delegatecall
25219,Ownable,0,dangerous delegatecall
25219,Standard223Receiver,1,dangerous delegatecall
25219,TokenOwnable,0,dangerous delegatecall
25219,EllipseMarketMakerLib,0,dangerous delegatecall
25335,DSAuthority,0,dangerous delegatecall
25335,DSAuthEvents,0,dangerous delegatecall
25335,DSAuth,0,dangerous delegatecall
25335,DSNote,0,dangerous delegatecall
25335,DSProxy,0,dangerous delegatecall
25335,DSProxyCache,0,dangerous delegatecall
25456,ThisMustBeFirst,0,dangerous delegatecall
25456,AuthorizedList,0,dangerous delegatecall
25456,CodeTricks,0,dangerous delegatecall
25456,Authorized,0,dangerous delegatecall
25456,Router,0,dangerous delegatecall
26284,DelegateProxy,0,dangerous delegatecall
26284,Delegatable,0,dangerous delegatecall
26284,Parsec,0,dangerous delegatecall
26431,Proxied,0,dangerous delegatecall
26431,Proxy,1,dangerous delegatecall
26431,DutchExchangeProxy,1,dangerous delegatecall
27767,IERC20Token,0,dangerous delegatecall
27767,RegaUtils,0,dangerous delegatecall
27767,ERC20Token,0,dangerous delegatecall
27767,RSTBase,0,dangerous delegatecall
27767,TokenControllerBase,0,dangerous delegatecall
27767,VotingControllerBase,0,dangerous delegatecall
27767,FeesControllerBase,0,dangerous delegatecall
27767,RiskSharingToken,1,dangerous delegatecall
29219,Dispatchable,0,dangerous delegatecall
29219,SimpleDispatcher,1,dangerous delegatecall
29219,PersonalCrowdsaleProxyDispatcher,1,dangerous delegatecall
29219,CrowdsaleProxy,0,dangerous delegatecall
29219,PersonalCrowdsaleProxy,0,dangerous delegatecall
29219,CrowdsaleProxyFactory,0,dangerous delegatecall
29717,AbstractSweeper,0,dangerous delegatecall
29717,Token,0,dangerous delegatecall
29717,DefaultSweeper,0,dangerous delegatecall
29717,UserWallet,1,dangerous delegatecall
29717,AbstractSweeperList,0,dangerous delegatecall
29717,Controller,0,dangerous delegatecall
29842,LANDStorage,0,dangerous delegatecall
29842,AssetRegistryStorage,0,dangerous delegatecall
29842,OwnableStorage,0,dangerous delegatecall
29842,ProxyStorage,0,dangerous delegatecall
29842,Storage,0,dangerous delegatecall
29842,DelegateProxy,0,dangerous delegatecall
29842,IApplication,0,dangerous delegatecall
29842,Proxy,0,dangerous delegatecall
29842,LANDProxy,0,dangerous delegatecall
29999,Proxied,0,dangerous delegatecall
29999,Proxy,1,dangerous delegatecall
29999,DutchExchangeProxy,1,dangerous delegatecall
30357,testBank,1,dangerous delegatecall
30358,loglibs,0,dangerous delegatecall
30358,debugContract,1,dangerous delegatecall
30679,MultiSigStub,1,dangerous delegatecall
30679,Lib,0,dangerous delegatecall
30692,firstTest,1,dangerous delegatecall
30740,AbstractSweeper,0,dangerous delegatecall
30740,Token,0,dangerous delegatecall
30740,DefaultSweeper,0,dangerous delegatecall
30740,UserWallet,0,dangerous delegatecall
30740,AbstractSweeperList,0,dangerous delegatecall
30740,Controller,0,dangerous delegatecall
33425,AdminInterface,1,dangerous delegatecall
33567,Proxied,0,dangerous delegatecall
33567,Proxy,1,dangerous delegatecall
33567,DutchExchangeProxy,1,dangerous delegatecall
33727,Dispatcher,1,dangerous delegatecall
33728,ReadOnlyToken,0,dangerous delegatecall
33728,Upgradeable,0,dangerous delegatecall
33728,TokenReceiver,0,dangerous delegatecall
33728,Token,0,dangerous delegatecall
33728,NotifyingToken,0,dangerous delegatecall
33728,ReadOnlyTokenImpl,0,dangerous delegatecall
33728,TokenImpl,0,dangerous delegatecall
33728,NotifyingTokenImpl,0,dangerous delegatecall
33728,ExternalToken,0,dangerous delegatecall
33728,BitcoinToken,0,dangerous delegatecall
33741,EDProxy,1,dangerous delegatecall
33799,caller,1,dangerous delegatecall
33930,ExternalToken,0,dangerous delegatecall
34410,Router,1,dangerous delegatecall
34483,Conductor,1,dangerous delegatecall
38293,Proxied,0,dangerous delegatecall
38293,Proxy,1,dangerous delegatecall
38293,DutchExchangeProxy,1,dangerous delegatecall
