dataname,vulnerability,function_name,match
CVE-2018-13189,Access Control,mint,False
CVE-2018-13189,Access Control,transferFrom,False
CVE-2018-12079,Integer Overflow,sell,False
CVE-2018-12079,Integer Overflow,mintToken,False
CVE-2018-12079,Integer Overflow,buy,False
CVE-2018-12079,Bad Randomness,setPrices,False
CVE-2018-12079,Access Control,transfer,False
CVE-2018-12079,Bad Randomness,sell,False
CVE-2018-12079,Bad Randomness,buy,False
CVE-2018-12079,Integer Overflow,transferFrom,False
CVE-2018-13783,Wrong Logic,sell,False
CVE-2018-13783,Integer Overflow,sell,False
CVE-2018-13783,Integer Overflow,mintToken,True
CVE-2018-13783,Bad Randomness,buy,False
CVE-2018-13783,Access Control,sell,False
CVE-2018-13783,Access Control,buy,False
CVE-2018-13783,Access Control,mintToken,False
CVE-2018-13783,Access Control,transferFrom,False
CVE-2018-13783,Access Control,transfer,False
CVE-2018-13783,Integer Overflow,buy,False
CVE-2018-13783,Wrong Logic,transferFrom,False
CVE-2018-13783,Access Control,approveAndCall,False
CVE-2018-13221,Integer Overflow,sell,True
CVE-2018-13221,Integer Overflow,mintToken,False
CVE-2018-13221,Integer Overflow,transferFrom,False
CVE-2018-13221,Integer Overflow,transfer,False
CVE-2018-13221,Integer Overflow,burn,False
CVE-2018-13221,Wrong Logic,transfer,False
CVE-2018-13221,Access Control,setPrices,False
CVE-2018-13221,Integer Overflow,buy,False
CVE-2018-13221,Token Devalue,mintToken,False
CVE-2018-12454,Integer Overflow,addguess,False
CVE-2018-12454,Integer Overflow,simplelottery,False
CVE-2018-12454,Bad Randomness,simplelottery,False
CVE-2018-12454,Access Control,simplelottery,False
CVE-2018-12454,Typo Constructor,simplelottery,False
CVE-2018-12454,Wrong Logic,simplelottery,False
CVE-2018-12454,Integer Overflow,getMaxContenders,False
CVE-2018-12454,Integer Overflow,setBettingCondition,False
CVE-2018-12454,Integer Overflow,_addguess,False
CVE-2018-12454,Wrong Logic,_finish,False
CVE-2018-12454,Bad Randomness,findWinner,False
CVE-2018-14576,Restricted Address,mintTokens,False
CVE-2018-14576,Integer Overflow,transfer,False
CVE-2018-14576,Restricted Address,burnTokens,False
CVE-2018-14576,Integer Overflow,mintTokens,True
CVE-2018-14576,Integer Overflow,transferFrom,False
CVE-2018-14576,Unchecked Call Return,mintTokens,False
CVE-2018-14576,Integer Overflow,freezeTransfersUntil,False
CVE-2018-14576,Integer Overflow,approveAndCall,False
CVE-2018-14576,Integer Overflow,burnTokens,False
CVE-2018-14576,Integer Overflow,approve,False
CVE-2018-14576,Bad Randomness,approveAndCall,False
CVE-2018-14576,Wrong Logic,burnTokens,False
CVE-2018-14576,Access Control,freezeTransfersUntil,False
CVE-2018-13625,Integer Overflow,repayLoan,False
CVE-2018-13625,Integer Overflow,transfer,False
CVE-2018-13625,Integer Overflow,transferFrom,False
CVE-2018-13625,Integer Overflow,burnlvlToken,False
CVE-2018-13625,Integer Overflow,lend,False
CVE-2018-13625,Integer Overflow,mintlvlToken,True
CVE-2018-13625,Access Control,setlvSigned,False
CVE-2018-13625,Access Control,setlvNominalValue,False
CVE-2018-13625,Access Control,freezelvlAccount,False
CVE-2018-13625,Access Control,setlvWebsite,False
CVE-2018-13625,Access Control,setlvNfee,False
CVE-2018-13625,Access Control,burnlvlToken,False
CVE-2018-13625,Access Control,mintlvlToken,False
CVE-2018-13625,Integer Overflow,mintToken,False
CVE-2018-19830,Wrong Logic,transferFrom,False
CVE-2018-19830,Integer Overflow,setLiquid,False
CVE-2018-19830,Integer Overflow,setUsersBalance,False
CVE-2018-19830,Integer Overflow,setInitialSupply,False
CVE-2018-19830,Integer Overflow,burn,False
CVE-2018-19830,Integer Overflow,buy,False
CVE-2018-19830,Integer Overflow,UBSexToken,False
CVE-2018-19830,Integer Overflow,transferFrom,False
CVE-2018-19830,Integer Overflow,approve,False
CVE-2018-19830,Integer Overflow,setBalance,False
CVE-2018-19830,Integer Overflow,setTransferable,False
CVE-2018-19830,Integer Overflow,setFrozenAccount,False
CVE-2018-19830,Integer Overflow,transfer,False
CVE-2018-19830,Integer Overflow,setLiquidity,False
CVE-2018-19830,Integer Overflow,setTotalSupply,False
CVE-2018-19830,Integer Overflow,increaseAllowance,False
CVE-2018-19830,Integer Overflow,getAllowance,False
CVE-2018-19830,Integer Overflow,setOwner,False
CVE-2018-19830,Integer Overflow,decreaseAllowance,False
CVE-2018-19830,Integer Overflow,getBalance,False
CVE-2018-19830,Access Control,transfer,False
CVE-2018-19830,Access Control,transferFrom,False
CVE-2018-14004,Integer Overflow,distribute_100_tokens_to_many,False
CVE-2018-14004,Integer Overflow,transfer_tokens_after_ICO,True
CVE-2018-14004,Integer Overflow,fallback function,False
CVE-2018-14004,Integer Overflow,balances_available_for_crowdsale,False
CVE-2018-14004,Access Control,balance_wirthdraw,False
CVE-2018-14004,Integer Overflow,transferFrom,False
CVE-2018-14004,Integer Overflow,i,False
CVE-2018-14004,Integer Overflow,transfer,False
CVE-2018-14004,Integer Overflow,max,False
CVE-2018-14004,Integer Overflow,balanceOf,False
CVE-2018-14004,Integer Overflow,initial,False
CVE-2018-14004,Integer Overflow,available,False
CVE-2018-14004,Integer Overflow,custom,False
CVE-2018-14004,Integer Overflow,base,False
CVE-2018-14004,Integer Overflow,totalSupply,False
CVE-2018-14004,Integer Overflow,funds,False
CVE-2018-14004,Integer Overflow,approve,False
CVE-2018-12078,Integer Overflow,mintToken,False
CVE-2018-12078,Integer Overflow,freezeAccount,False
CVE-2018-12078,Bad Randomness,transfer,False
CVE-2018-12078,Access Control,transferFrom,False
CVE-2018-12078,Integer Overflow,transferFrom,False
CVE-2018-12078,Integer Overflow,transfer,False
CVE-2018-17968,Multiple Instances,executeRoom,False
CVE-2018-17968,Bad Randomness,executeRoom,False
CVE-2018-17968,Integer Overflow,enter,False
CVE-2018-17968,Integer Overflow,setCEO,False
CVE-2018-17968,Integer Overflow,distributeFunds,False
CVE-2018-17968,Integer Overflow,setCTO,False
CVE-2018-17968,Integer Overflow,random,False
CVE-2018-17968,Integer Overflow,getRoom,False
CVE-2018-17968,Integer Overflow,enterWithReferral,False
CVE-2018-17968,Integer Overflow,refundPlayersInRoom,False
CVE-2018-17968,Integer Overflow,createRoom,False
CVE-2018-17968,Integer Overflow,payout,False
CVE-2018-17968,Bad Randomness,distributeFunds,False
CVE-2018-17968,Access Control,setCEO,False
CVE-2018-17968,Wrong Logic,executeRoom,False
CVE-2018-17968,Access Control,setCTO,False
CVE-2018-12062,Integer Overflow,mintToken,False
CVE-2018-12062,Bad Randomness,setPrices,False
CVE-2018-12062,Integer Overflow,sell,True
CVE-2018-12062,Access Control,freezeAccount,False
CVE-2018-12062,Integer Overflow,buy,False
CVE-2018-12062,Integer Overflow,transferFrom,False
CVE-2018-12062,Wrong Logic,buy,False
CVE-2018-12062,Wrong Logic,sell,False
CVE-2018-12062,Bad Randomness,approveAndCall,False
CVE-2018-12062,Access Control,transferOwnership,False
CVE-2018-12062,Wrong Logic,transferFrom,False
CVE-2018-13208,Bad Randomness,setPrices,False
CVE-2018-13208,Integer Overflow,mintToken,False
CVE-2018-13208,Wrong Logic,buy,False
CVE-2018-13208,Integer Overflow,transferFrom,False
CVE-2018-13208,Wrong Logic,sell,False
CVE-2018-13208,Integer Overflow,sell,True
CVE-2018-13208,Integer Overflow,transfer,False
CVE-2018-13208,Integer Overflow,buy,False
CVE-2018-12702,Wrong Logic,transferFrom,False
CVE-2018-12702,Wrong Logic,transfer,False
CVE-2018-12702,Integer Overflow,transferFrom,False
CVE-2018-12702,Integer Overflow,transfer,False
CVE-2018-12702,Access Control,transferFrom,False
CVE-2018-12702,Bad Randomness,transferFrom,False
CVE-2018-12702,Access Control,transfer,False
CVE-2018-12702,Access Control,approve,False
CVE-2018-12702,Integer Overflow,approve,False
CVE-2018-12702,Typo Constructor,transferFrom,False
CVE-2018-12702,Typo Constructor,transfer,False
CVE-2018-12702,Bad Randomness,transfer,False
CVE-2018-12702,Wrong Logic,approveAndCallcode,False
CVE-2018-12702,Wrong Logic,approveAndCall,False
CVE-2018-12703,Bad Randomness,transfer,False
CVE-2018-12703,Integer Overflow,transfer,False
CVE-2018-12703,Token Devalue,transferFrom,False
CVE-2018-12703,Wrong Logic,transferFrom,False
CVE-2018-12703,Access Control,transfer,False
CVE-2018-12703,Tyco Constructor,transferFrom,False
CVE-2018-12703,Token Devalue,transfer,False
CVE-2018-12703,Bad Randomness,transferFrom,False
CVE-2018-12703,Wrong Logic,transfer,False
CVE-2018-12703,Multiple Functions,transferFrom,False
CVE-2018-12703,Integer Overflow,transferFrom,False
CVE-2018-12703,Tyco Constructor,transfer,False
CVE-2018-12703,Access Control,transferFrom,False
CVE-2018-12703,Multiple Functions,transfer,False
CVE-2018-12703,Integer Overflow,allowance,False
CVE-2018-12703,Integer Overflow,approve,False
CVE-2018-12703,Integer Overflow,receiveApproval,False
CVE-2018-12703,Wrong Logic,approveAndCall,False
CVE-2018-12703,Typo Constructor,constructor,False
CVE-2018-12703,Wrong Logic,approveAndCallcode,False
CVE-2018-14085,Integer Overflow,UserWallet,False
CVE-2018-14085,Bad Randomness,DefaultSweeper,False
CVE-2018-14085,Access Control,Controller.makeWallet,False
CVE-2018-14085,Access Control,Controller.addSweeper,False
CVE-2018-14085,Integer Overflow,sweep,False
CVE-2018-14085,Wrong Logic,UserWallet.tokenFallback,False
CVE-2018-14085,Access Control,Controller.changeOwner,False
CVE-2018-18425,Integer Overflow,withdraw,False
CVE-2018-18425,Integer Overflow,withdrawAltcoinTokens,False
CVE-2018-18425,Integer Overflow,burn,False
CVE-2018-18425,Integer Overflow,getTokenBalance,False
CVE-2018-18425,Integer Overflow,doAirdrop,False
CVE-2018-18425,Integer Overflow,transferFrom,False
CVE-2018-18425,Integer Overflow,getUnbalancedTokens,False
CVE-2018-18425,Integer Overflow,transfer,False
CVE-2018-18425,Integer Overflow,increaseApproval,False
CVE-2018-18425,Integer Overflow,approve,False
CVE-2018-18425,Integer Overflow,getBalance,False
CVE-2018-18425,Integer Overflow,getTokens,False
CVE-2018-18425,Integer Overflow,setBalance,False
CVE-2018-18425,Integer Overflow,decreaseApproval,False
CVE-2018-18425,Integer Overflow,adminClaimAirdropMultiple,False
CVE-2018-18425,Integer Overflow,distr,False
CVE-2018-18425,Access Control,adminClaimAirdrop,False
CVE-2018-13076,Wrong Logic,mintToken,False
CVE-2018-13076,Bad Randomness,withdrawToOwner,False
CVE-2018-13076,Integer Overflow,setBuyRate,False
CVE-2018-13076,Token Devalue,mintToken,False
CVE-2018-13076,Access Control,mintToken,False
CVE-2018-13076,Integer Overflow,withdrawToOwner,False
CVE-2018-13076,Access Control,setBuyRate,False
CVE-2018-13076,Wrong Logic,withdrawToOwner,False
CVE-2018-13076,Integer Overflow,mintToken,True
CVE-2018-13076,Token Devalue,setBuyRate,False
CVE-2018-13076,Access Control,withdrawToOwner,False
CVE-2018-13076,Typos Constructor,mintToken,False
CVE-2018-13076,Typos Constructor,withdrawToOwner,False
CVE-2018-13076,Wrong Logic,setBuyRate,False
CVE-2018-13076,Typos Constructor,setBuyRate,False
CVE-2018-13076,Bad Randomness,mintToken,False
CVE-2018-13076,Token Devalue,withdrawToOwner,False
CVE-2018-13076,Bad Randomness,setBuyRate,False
CVE-2018-13076,Access Control,transferFrom,False
CVE-2018-13076,Access Control,transfer,False
CVE-2018-13076,Integer Overflow,buy,False
CVE-2018-13076,Typo Constructor,Typo Constructor,False
CVE-2018-13076,Bad Randomness,approveAndCall,False
CVE-2018-13076,Wrong Logic,transferFrom,False
CVE-2018-17877,Integer Overflow,withdrawOwner,False
CVE-2018-17877,Integer Overflow,luckyBuy,False
CVE-2018-17877,Integer Overflow,buyHeart,False
CVE-2018-17877,Integer Overflow,withdraw,False
CVE-2018-17877,Integer Overflow,RoundHeart,False
CVE-2018-17877,Integer Overflow,RoundMyPayMask,False
CVE-2018-17877,Integer Overflow,RoundLastGreedyMan,False
CVE-2018-17877,Integer Overflow,onwerfee,False
CVE-2018-17877,Integer Overflow,RoundETH,False
CVE-2018-17877,Integer Overflow,Round,False
CVE-2018-17877,Integer Overflow,getHeartPrice,False
CVE-2018-17877,Integer Overflow,RoundPayMask,False
CVE-2018-17877,Integer Overflow,RoundMyHeart,False
CVE-2018-17877,Integer Overflow,Luckybuy,False
CVE-2018-17877,Integer Overflow,luckybuyTracker_,False
CVE-2018-17877,Integer Overflow,win,False
CVE-2018-17877,Integer Overflow,RoundTime,False
CVE-2018-17877,Integer Overflow,getMyRevenue,False
CVE-2018-17877,Integer Overflow,getFullround,False
CVE-2018-17877,Integer Overflow,MyreferredRevenue,False
CVE-2018-17877,Integer Overflow,getTimeLeft,False
CVE-2018-17877,Integer Overflow,luckybuy,False
CVE-2018-17877,Bad Randomness,luckyBuy,False
CVE-2018-17877,Access Control,withdrawOwner,False
CVE-2018-17877,Wrong Logic,win,False
CVE-2018-17877,Integer Overflow,referralReward,False
CVE-2018-13533,Integer Overflow,deposit,False
CVE-2018-13533,Integer Overflow,withdraw,False
CVE-2018-13533,Integer Overflow,sell,False
CVE-2018-13533,Access Control,setStatus,False
CVE-2018-13533,Access Control,freezeAccount,False
CVE-2018-13533,Integer Overflow,setPrices,False
CVE-2018-13533,Integer Overflow,mintToken,True
CVE-2018-13533,Integer Overflow,buy,False
CVE-2018-13533,Integer Overflow,transferFrom,False
CVE-2018-13533,Integer Overflow,transfer,False
CVE-2018-10376,Bad Randomness,allocateTokens,False
CVE-2018-10376,Integer Overflow,allocateTokens,False
CVE-2018-10376,Integer Overflow,setExclude,False
CVE-2018-10376,Integer Overflow,addLock,False
CVE-2018-10376,Integer Overflow,changeOwner,False
CVE-2018-10376,Integer Overflow,balances,False
CVE-2018-10376,Integer Overflow,approve,False
CVE-2018-10376,Integer Overflow,Controlled,False
CVE-2018-10376,Integer Overflow,exclude,False
CVE-2018-10376,Integer Overflow,allocateEndTime,False
CVE-2018-10376,Integer Overflow,approveAndCallcode,False
CVE-2018-10376,Integer Overflow,totalSupply,False
CVE-2018-10376,Integer Overflow,approveAndCall,False
CVE-2018-10376,Integer Overflow,version,False
CVE-2018-10376,Integer Overflow,locked,False
CVE-2018-10376,Integer Overflow,transferProxy,True
CVE-2018-10376,Integer Overflow,transferEnabled,False
CVE-2018-10376,Integer Overflow,decimals,False
CVE-2018-10376,Integer Overflow,transferFrom,False
CVE-2018-10376,Integer Overflow,transfer,False
CVE-2018-10376,Integer Overflow,Owned,False
CVE-2018-10376,Integer Overflow,balanceOf,False
CVE-2018-10376,Integer Overflow,nonces,False
CVE-2018-10376,Integer Overflow,removeLock,False
CVE-2018-10376,Integer Overflow,approveProxy,False
CVE-2018-10376,Integer Overflow,acceptOwnership,False
CVE-2018-10376,Integer Overflow,lockFlag,False
CVE-2018-10376,Integer Overflow,allowance,False
CVE-2018-10376,Integer Overflow,symbol,False
CVE-2018-10376,Integer Overflow,name,False
CVE-2018-10376,Access Control,approveAndCallcode,False
CVE-2018-10376,Wrong Logic,approveProxy,False
CVE-2018-10376,Bad Randomness,receiveApproval,False
CVE-2018-10376,Wrong Logic,transferProxy,False
CVE-2018-14003,Access Control,batchTransfer,False
CVE-2018-14003,Integer Overflow,batchTransfer,True
CVE-2018-14003,Bad Randomness,batchTransfer,False
CVE-2018-14003,Wrong Logic,batchTransfer,False
CVE-2018-14003,Integer Overflow,Typo Constructor,False
CVE-2018-14003,Access Control,Typo Constructor,False
CVE-2018-14003,Bad Randomness,transferFrom,False
CVE-2018-12885,Integer Overflow,setInputFromOwner,False
CVE-2018-12885,Integer Overflow,setRemaining,False
CVE-2018-12885,Integer Overflow,setUserB,False
CVE-2018-12885,Integer Overflow,setInputToOwner,False
CVE-2018-12885,Integer Overflow,setOwner,False
CVE-2018-12885,Integer Overflow,setAmountRetained,False
CVE-2018-12885,Integer Overflow,setAmountGivenToOwner,False
CVE-2018-12885,Integer Overflow,setBalance,False
CVE-2018-12885,Integer Overflow,setPrices,False
CVE-2018-12885,Integer Overflow,<constructor>,False
CVE-2018-12885,Integer Overflow,forgeItems,False
CVE-2018-12885,Bad Randomness,randMod,True
CVE-2018-12885,Integer Overflow,withdrawChamp,False
CVE-2018-12885,Integer Overflow,createChamp,False
CVE-2018-12885,Integer Overflow,setCreateChampFee,False
CVE-2021-3006,Unchecked Return Value,fundDAO,False
CVE-2021-3006,Unchecked Return Value,sellTokenForLRC,False
CVE-2021-3006,Unchecked Return Value,getProtocolFeeStats,False
CVE-2021-3006,Unchecked Return Value,updateSettings,False
CVE-2021-3006,Unchecked Return Value,claimStakingReward,False
CVE-2021-3006,Integer Overflow,sellToken,False
CVE-2021-3006,Bad Randomness,toPayable,False
CVE-2021-3006,Wrong Logic,ReentrancyGuard,False
CVE-2019-15078,Integer Overflow,distr,False
CVE-2019-15078,Integer Overflow,finalizeDistribution,False
CVE-2019-15078,Wrong Logic,finishDistribution,False
CVE-2019-15078,Wrong Logic,whitelist,False
CVE-2019-15078,Integer Overflow,getTokenBalance,False
CVE-2019-15078,Wrong Logic,createInvestor,False
CVE-2019-15078,Integer Overflow,finishDistribution,False
CVE-2019-15078,Integer Overflow,approve,False
CVE-2019-15078,Integer Overflow,burn,False
CVE-2019-15078,Integer Overflow,createInvestor,False
CVE-2019-15078,Wrong Logic,approve,False
CVE-2019-15078,Integer Overflow,withdraw,False
CVE-2019-15078,Wrong Logic,transfer,False
CVE-2019-15078,Integer Overflow,whitelist,False
CVE-2019-15078,Wrong Logic,transferFrom,False
CVE-2019-15078,Integer Overflow,withdrawForeignTokens,False
CVE-2019-15078,Wrong Logic,burnFrom,False
CVE-2019-15078,Integer Overflow,transferFrom,False
CVE-2019-15078,Integer Overflow,burnFrom,False
CVE-2019-15078,Wrong Logic,withdrawForeignTokens,False
CVE-2019-15078,Wrong Logic,finalizeDistribution,False
CVE-2019-15078,Wrong Logic,getTokenBalance,False
CVE-2019-15078,Integer Overflow,getTokens,False
CVE-2019-15078,Integer Overflow,transfer,False
CVE-2019-15078,Integer Overflow,allowance,False
CVE-2019-15078,Integer Overflow,balanceOf,False
CVE-2019-15078,Integer Overflow,setBalance,False
CVE-2019-15078,Access Control,approve,False
CVE-2019-15078,Bad Randomness,distr,False
CVE-2018-13085,Bad Randomness,buy,False
CVE-2018-13085,Integer Overflow,mintToken,True
CVE-2018-13085,Integer Overflow,sell,False
CVE-2018-13085,Access Control,freeCoin,False
CVE-2018-13085,Wrong Logic,sell,False
CVE-2018-13085,Integer Overflow,burnFrom,False
CVE-2018-13085,Wrong Logic,buy,False
CVE-2018-13085,Access Control,transferFrom,False
CVE-2018-13087,Integer Overflow,mintToken,True
CVE-2018-13087,Access Control,mintToken,False
CVE-2018-13087,Bad Randomness,sell,False
CVE-2018-13087,Wrong Logic,buy,False
CVE-2018-13087,Bad Randomness,mintToken,False
CVE-2018-13087,Integer Overflow,sell,False
CVE-2018-13087,Integer Overflow,buy,False
CVE-2018-13087,Access Control,transferFrom,False
CVE-2018-13087,Integer Overflow,transfer,False
CVE-2018-13087,Wrong Logic,transfer,False
CVE-2019-15079,Bad Randomness,burn,False
CVE-2019-15079,Integer Overflow,burnFrom,False
CVE-2019-15079,Wrong Logic,transferFrom,False
CVE-2019-15079,Access Control,transfer,False
CVE-2019-15079,Integer Overflow,EAI_TokenERC20,False
CVE-2019-15079,Integer Overflow,transferFrom,False
CVE-2019-15079,Access Control,burn,False
CVE-2019-15079,Unchecked return value,transferFrom,False
CVE-2019-15079,Unchecked return value,transfer,False
CVE-2019-15079,Unchecked return value,_transfer,False
CVE-2019-15079,Unchecked return value,burnFrom,False
CVE-2019-15079,Unchecked return value,burn,False
CVE-2018-12067,Integer Overflow,buy,False
CVE-2018-12067,Bad Randomness,setPrices,False
CVE-2018-12067,Integer Overflow,mintToken,False
CVE-2018-12067,Integer Overflow,sell,True
CVE-2018-12067,Bad Randomness,buy,False
CVE-2018-12067,Bad Randomness,sell,False
CVE-2018-12067,Access Control,transfer,False
CVE-2018-12067,Integer Overflow,transferFrom,False
CVE-2018-12067,Wrong Logic,transferFrom,False
CVE-2018-12067,Wrong Logic,sell,False
CVE-2018-12067,Wrong Logic,transfer,False
CVE-2018-13703,Integer Overflow,transferOwnership,False
CVE-2018-13703,Integer Overflow,freezeAccount,False
CVE-2018-13703,Integer Overflow,burn,False
CVE-2018-13703,Integer Overflow,mintToken,True
CVE-2018-13703,Integer Overflow,burnFrom,False
CVE-2018-13703,Access Control,transfer,False
CVE-2018-13703,Access Control,mintToken,False
CVE-2018-13703,Access Control,transferFrom,False
CVE-2018-13703,Integer Overflow,sellOffline,False
CVE-2018-13703,Unauthorized Access,adm_transfer,False
CVE-2018-13703,Unauthorized Access,transferOwnership,False
CVE-2018-13703,Unauthorized Access,burnFrom,False
CVE-2018-13703,Unauthorized Access,freezeAccount,False
CVE-2018-13703,Unauthorized Access,burn,False
CVE-2018-13703,Access Control,_transfer,False
CVE-2018-13703,Access Control,transferOwnership,False
CVE-2018-13703,Access Control,adm_transfer,False
CVE-2020-35962,Unchecked Return Value,sellTokenForLRC,False
CVE-2020-35962,Unchecked Return Value,getProtocolFeeStats,False
CVE-2020-35962,Unchecked Return Value,fundDAO,False
CVE-2020-35962,Unchecked Return Value,claimStakingReward,False
CVE-2020-35962,Unchecked Return Value,updateSettings,False
CVE-2020-35962,Integer Overflow,transferFrom,False
CVE-2020-35962,Integer Overflow,claimStakingReward,False
CVE-2020-35962,Integer Overflow,sellTokenForLRC,False
CVE-2020-35962,Integer Overflow,fundDAO,False
CVE-2018-12068,Integer Overflow,mintToken,False
CVE-2018-12068,Typos Constructor,sell,False
CVE-2018-12068,Token Devalue,mintToken,False
CVE-2018-12068,Integer Overflow,sell,True
CVE-2018-12068,Access Control,mintToken,False
CVE-2018-12068,Access Control,sell,False
CVE-2018-12068,Token Devalue,sell,False
CVE-2018-12068,Typos Constructor,setPrices,False
CVE-2018-12068,Multiple Assets,sell,False
CVE-2018-12068,Multiple Assets,mintToken,False
CVE-2018-12068,Access Control,setPrices,False
CVE-2018-12068,Bad Randomness,setPrices,False
CVE-2018-12068,Token Devalue,setPrices,False
CVE-2018-12068,Typos Constructor,mintToken,False
CVE-2018-12068,Multiple Assets,setPrices,False
CVE-2018-12068,Bad Randomness,buy,False
CVE-2018-12068,Access Control,transfer,False
CVE-2018-12068,Bad Randomness,sell,False
CVE-2018-12068,Integer Overflow,transferFrom,False
CVE-2018-12068,Lack of access control,CryptoTrollsICO,False
CVE-2018-12068,Lack of access control,CryptoTrolls,False
CVE-2018-12068,Unchecked balance,transferFrom,False
CVE-2018-12068,Lack of access control,CryptoTrollsPreSale,False
CVE-2018-12068,Unchecked balance,sell,False
CVE-2018-12068,Unchecked balance,transfer,False
CVE-2018-12068,Unchecked balance,buy,False
CVE-2018-12068,Integer Overflow,buy,False
CVE-2018-14084,Integer Overflow,mintToken,False
CVE-2018-14084,Bad Randomness,setPrices,False
CVE-2018-14084,Integer Overflow,sell,False
CVE-2018-14084,Integer Overflow,buy,False
CVE-2018-14084,Integer Overflow,transferFrom,False
CVE-2018-14084,Integer Overflow,transfer,False
CVE-2018-14084,Unchecked Ether Transfer,getEth,False
CVE-2018-14084,Self-destruction,selfdestructs,False
CVE-2018-14084,Bad Randomness,approveAndCall,False
CVE-2018-14084,Access Control,selfdestructs,False
CVE-2018-11411,Access Control,getEthBalance,False
CVE-2018-11411,Access Control,approve,False
CVE-2018-11411,Integer Overflow,allow,False
CVE-2018-11411,Access Control,withdrawForeignTokens,False
CVE-2018-11411,Access Control,allow,False
CVE-2018-11411,Typo Constructor,distributeFUD,False
CVE-2018-11411,Bad Randomness,distributeFUD,False
CVE-2018-11411,Access Control,transfer,False
CVE-2018-11411,Integer Overflow,getEthBalance,False
CVE-2018-11411,Token Devalue,distributeFUD,False
CVE-2018-11411,Bad Randomness,transfer,False
CVE-2018-11411,Integer Overflow,transfer,False
CVE-2018-11411,Integer Overflow,approve,False
CVE-2018-11411,Integer Overflow,distributeFUD,False
CVE-2018-11411,Integer Overflow,withdrawForeignTokens,False
CVE-2018-11411,Access Control,distributeFUD,False
CVE-2018-11411,Access Control,allowed,False
CVE-2018-11411,Integer Overflow,transferOwnership,False
CVE-2018-11411,Access Control,balances,False
CVE-2018-11411,Integer Overflow,transferFrom,False
CVE-2018-11411,Wrong Logic,Typo Constructor,False
CVE-2018-12511,Integer Overflow,mintToken,True
CVE-2018-12511,Integer Overflow,buy,False
CVE-2018-12511,Bad Randomness,setPrices,False
CVE-2018-12511,Integer Overflow,sell,False
CVE-2018-12511,Integer Overflow,transferFrom,False
CVE-2018-12511,Wrong Logic,buy,False
CVE-2018-12511,Wrong Logic,sell,False
CVE-2018-12511,Integer Overflow,transfer,False
CVE-2018-13089,Access Control,setPrices,False
CVE-2018-13089,Bad Randomness,sell,False
CVE-2018-13089,Integer Overflow,mintToken,True
CVE-2018-13089,Access Control,freezeAccount,False
CVE-2018-13089,Wrong Logic,buy,False
CVE-2018-13089,Access Control,mintToken,False
CVE-2018-13089,Bad Randomness,buy,False
CVE-2018-13089,Integer Overflow,transferFrom,False
CVE-2018-13089,Integer Overflow,transfer,False
CVE-2018-13089,Integer Overflow,sell,False
CVE-2018-13089,Integer Overflow,buy,False
CVE-2018-13089,Integer Overflow,burnFrom,False
CVE-2018-13228,Access Control,mintToken,False
CVE-2018-13228,Wrong Logic,mintToken,False
CVE-2018-13228,Typos Constructor,mintToken,False
CVE-2018-13228,Token Devalue,mintToken,False
CVE-2018-13228,Bad Randomness,mintToken,False
CVE-2018-13228,Integer Overflow,mintToken,False
CVE-2018-13228,Wrong Logic,sell,False
CVE-2018-13228,Integer Overflow,transferFrom,False
CVE-2018-13228,Wrong Logic,buy,False
CVE-2018-13228,Integer Overflow,transfer,False
CVE-2018-13228,Integer Overflow,buy,False
CVE-2018-13228,Integer Overflow,sell,True
CVE-2018-13126,Integer Overflow,withdrawFunds,False
CVE-2018-13126,Bad Randomness,mint,False
CVE-2018-13126,PreSaleStarted,preSale,False
CVE-2018-13126,PreSaleFinished,finishPreSale,False
CVE-2018-13126,PreSaleFinished,preSale,False
CVE-2018-13126,Integer Overflow,mint,True
CVE-2018-13126,PreSaleStarted,finishPreSale,False
CVE-2018-13126,Bad Randomness,buyTokens,False
CVE-2018-13126,Access Control,withdrawFunds,False
CVE-2018-13126,Integer Overflow,buyTokens,False
CVE-2018-13126,Typo Constructor,MoxyOnePresale,False
CVE-2018-12081,Typos Constructor,mintToken,False
CVE-2018-12081,Multiple Assets,setPrices,False
CVE-2018-12081,Bad Randomness,setPrices,False
CVE-2018-12081,Access Control,mintToken,False
CVE-2018-12081,Typos Constructor,sell,False
CVE-2018-12081,Token Devalue,mintToken,True
CVE-2018-12081,Integer Overflow,sell,False
CVE-2018-12081,Access Control,setPrices,False
CVE-2018-12081,Integer Overflow,mintToken,False
CVE-2018-12081,Multiple Assets,mintToken,False
CVE-2018-12081,Typos Constructor,setPrices,False
CVE-2018-12081,Token Devalue,sell,False
CVE-2018-12081,Multiple Assets,sell,False
CVE-2018-12081,Token Devalue,setPrices,False
CVE-2018-12081,Access Control,sell,False
CVE-2018-12081,Bad Randomness,buy,False
CVE-2018-12081,Access Control,transfer,False
CVE-2018-12081,Integer Overflow,transferFrom,False
CVE-2018-12081,Bad Randomness,sell,False
CVE-2018-12081,Unchecked balance,sell,False
CVE-2018-12081,Lack of access control,CryptoTrolls,False
CVE-2018-12081,Unchecked balance,transferFrom,False
CVE-2018-12081,Unchecked balance,buy,False
CVE-2018-12081,Unchecked balance,transfer,False
CVE-2018-12081,Lack of access control,CryptoTrollsPreSale,False
CVE-2018-12081,Lack of access control,CryptoTrollsICO,False
CVE-2018-12081,Access Control,transferFrom,False
