---------------------------------------
Begin Slurm Prolog: Nov-19-2024 00:07:52
Job ID:    953056
User ID:   zyahn3
Account:   scs
Job name:  finetuningNxcode
Partition: coc-gpu
---------------------------------------
/home/hice1/zyahn3/.conda/envs/BugScanner
Loading checkpoint shards:   0%|          | 0/2 [00:00<?, ?it/s]
 24%|██▍       | 668/2780 [55:47<2:55:31,  4.99s/it]
 24%|██▍       | 669/2780 [55:52<2:48:38,  4.79s/it]
 24%|██▍       | 670/2780 [55:58<3:03:46,  5.23s/it]
                                                    

 24%|██▍       | 670/2780 [55:58<3:03:46,  5.23s/it]
 24%|██▍       | 671/2780 [56:04<3:14:13,  5.53s/it]
 24%|██▍       | 672/2780 [56:07<2:48:40,  4.80s/it]
 24%|██▍       | 673/2780 [56:11<2:42:36,  4.63s/it]
 24%|██▍       | 674/2780 [56:16<2:45:53,  4.73s/it]
 24%|██▍       | 675/2780 [56:22<2:50:10,  4.85s/it]
 24%|██▍       | 676/2780 [56:28<3:04:30,  5.26s/it]
 24%|██▍       | 677/2780 [56:33<3:08:34,  5.38s/it]
 24%|██▍       | 678/2780 [56:38<2:58:22,  5.09s/it]
 24%|██▍       | 679/2780 [56:41<2:34:55,  4.42s/it]
 24%|██▍       | 680/2780 [56:45<2:30:01,  4.29s/it]
                                                    

 24%|██▍       | 680/2780 [56:45<2:30:01,  4.29s/it]
 24%|██▍       | 681/2780 [56:51<2:46:26,  4.76s/it]
 25%|██▍       | 682/2780 [56:56<2:58:07,  5.09s/it]
 25%|██▍       | 683/2780 [57:00<2:43:18,  4.67s/it]
 25%|██▍       | 684/2780 [57:05<2:49:43,  4.86s/it]
 25%|██▍       | 685/2780 [57:09<2:40:14,  4.59s/it]
 25%|██▍       | 686/2780 [57:14<2:41:48,  4.64s/it]
 25%|██▍       | 687/2780 [57:19<2:43:51,  4.70s/it]
 25%|██▍       | 688/2780 [57:24<2:48:23,  4.83s/it]
 25%|██▍       | 689/2780 [57:30<3:02:50,  5.25s/it]
 25%|██▍       | 690/2780 [57:34<2:49:43,  4.87s/it]
                                                    

 25%|██▍       | 690/2780 [57:34<2:49:43,  4.87s/it]
 25%|██▍       | 691/2780 [57:40<3:01:42,  5.22s/it]
 25%|██▍       | 692/2780 [57:44<2:48:42,  4.85s/it]
 25%|██▍       | 693/2780 [57:49<2:47:45,  4.82s/it]
 25%|██▍       | 694/2780 [57:55<3:02:15,  5.24s/it]
 25%|██▌       | 695/2780 [58:00<3:01:04,  5.21s/it]
 25%|██▌       | 696/2780 [58:06<3:05:03,  5.33s/it]
 25%|██▌       | 697/2780 [58:10<2:48:23,  4.85s/it]
 25%|██▌       | 698/2780 [58:14<2:39:58,  4.61s/it]
 25%|██▌       | 699/2780 [58:20<2:56:40,  5.09s/it]
 25%|██▌       | 700/2780 [58:26<3:04:28,  5.32s/it]
                                                    

 25%|██▌       | 700/2780 [58:26<3:04:28,  5.32s/it]
 25%|██▌       | 701/2780 [58:32<3:11:05,  5.51s/it]
 25%|██▌       | 702/2780 [58:38<3:18:23,  5.73s/it]
 25%|██▌       | 703/2780 [58:44<3:23:35,  5.88s/it]
 25%|██▌       | 704/2780 [58:48<2:57:33,  5.13s/it]
 25%|██▌       | 705/2780 [58:52<2:53:19,  5.01s/it]
 25%|██▌       | 706/2780 [58:57<2:48:37,  4.88s/it]
 25%|██▌       | 707/2780 [59:01<2:39:02,  4.60s/it]
 25%|██▌       | 708/2780 [59:06<2:39:29,  4.62s/it]
 26%|██▌       | 709/2780 [59:12<2:56:00,  5.10s/it]
 26%|██▌       | 710/2780 [59:18<3:07:33,  5.44s/it]
                                                    

 26%|██▌       | 710/2780 [59:18<3:07:33,  5.44s/it]
 26%|██▌       | 711/2780 [59:24<3:09:38,  5.50s/it]
 26%|██▌       | 712/2780 [59:28<2:53:55,  5.05s/it]
 26%|██▌       | 713/2780 [59:34<3:05:56,  5.40s/it]
 26%|██▌       | 714/2780 [59:40<3:14:21,  5.64s/it]
 26%|██▌       | 715/2780 [59:46<3:20:12,  5.82s/it]
 26%|██▌       | 716/2780 [59:49<2:50:55,  4.97s/it]
 26%|██▌       | 717/2780 [59:56<3:03:45,  5.34s/it]
 26%|██▌       | 718/2780 [1:00:01<3:01:30,  5.28s/it]
 26%|██▌       | 719/2780 [1:00:06<2:59:54,  5.24s/it]
 26%|██▌       | 720/2780 [1:00:11<2:58:46,  5.21s/it]
                                                      

 26%|██▌       | 720/2780 [1:00:11<2:58:46,  5.21s/it]
 26%|██▌       | 721/2780 [1:00:17<3:06:03,  5.42s/it]
 26%|██▌       | 722/2780 [1:00:22<3:03:01,  5.34s/it]
 26%|██▌       | 723/2780 [1:00:28<3:12:03,  5.60s/it]
 26%|██▌       | 724/2780 [1:00:33<3:02:24,  5.32s/it]
 26%|██▌       | 725/2780 [1:00:38<3:01:47,  5.31s/it]
 26%|██▌       | 726/2780 [1:00:44<3:11:04,  5.58s/it]
 26%|██▌       | 727/2780 [1:00:50<3:06:21,  5.45s/it]
 26%|██▌       | 728/2780 [1:00:51<2:29:31,  4.37s/it]
 26%|██▌       | 729/2780 [1:00:55<2:25:13,  4.25s/it]
 26%|██▋       | 730/2780 [1:01:02<2:45:20,  4.84s/it]
                                                      

 26%|██▋       | 730/2780 [1:01:02<2:45:20,  4.84s/it]
 26%|██▋       | 731/2780 [1:01:06<2:44:37,  4.82s/it]
 26%|██▋       | 732/2780 [1:01:11<2:40:39,  4.71s/it]
 26%|██▋       | 733/2780 [1:01:17<2:54:53,  5.13s/it]
 26%|██▋       | 734/2780 [1:01:23<3:06:00,  5.45s/it]
 26%|██▋       | 735/2780 [1:01:29<3:13:44,  5.68s/it]
 26%|██▋       | 736/2780 [1:01:33<2:54:54,  5.13s/it]
 27%|██▋       | 737/2780 [1:01:38<2:54:47,  5.13s/it]
 27%|██▋       | 738/2780 [1:01:42<2:42:43,  4.78s/it]
 27%|██▋       | 739/2780 [1:01:47<2:46:14,  4.89s/it]
 27%|██▋       | 740/2780 [1:01:53<2:48:04,  4.94s/it]
                                                      

 27%|██▋       | 740/2780 [1:01:53<2:48:04,  4.94s/it]
 27%|██▋       | 741/2780 [1:01:59<3:01:03,  5.33s/it]
 27%|██▋       | 742/2780 [1:02:05<3:14:58,  5.74s/it]
 27%|██▋       | 743/2780 [1:02:11<3:17:30,  5.82s/it]
 27%|██▋       | 744/2780 [1:02:14<2:46:54,  4.92s/it]
 27%|██▋       | 745/2780 [1:02:19<2:49:44,  5.00s/it]
 27%|██▋       | 746/2780 [1:02:26<3:01:58,  5.37s/it]
 27%|██▋       | 747/2780 [1:02:31<2:59:31,  5.30s/it]
 27%|██▋       | 748/2780 [1:02:34<2:40:32,  4.74s/it]
 27%|██▋       | 749/2780 [1:02:39<2:44:28,  4.86s/it]
 27%|██▋       | 750/2780 [1:02:43<2:36:13,  4.62s/it]
                                                      

 27%|██▋       | 750/2780 [1:02:43<2:36:13,  4.62s/it]
 27%|██▋       | 751/2780 [1:02:50<2:56:15,  5.21s/it]
 27%|██▋       | 752/2780 [1:02:56<3:04:13,  5.45s/it]
 27%|██▋       | 753/2780 [1:03:01<2:58:38,  5.29s/it]
 27%|██▋       | 754/2780 [1:03:04<2:32:57,  4.53s/it]
 27%|██▋       | 755/2780 [1:03:10<2:50:00,  5.04s/it]
 27%|██▋       | 756/2780 [1:03:16<2:57:40,  5.27s/it]
 27%|██▋       | 757/2780 [1:03:19<2:38:41,  4.71s/it]
 27%|██▋       | 758/2780 [1:03:25<2:53:53,  5.16s/it]
 27%|██▋       | 759/2780 [1:03:30<2:45:12,  4.90s/it]
 27%|██▋       | 760/2780 [1:03:35<2:47:26,  4.97s/it]
                                                      

 27%|██▋       | 760/2780 [1:03:35<2:47:26,  4.97s/it]
 27%|██▋       | 761/2780 [1:03:39<2:36:02,  4.64s/it]
 27%|██▋       | 762/2780 [1:03:45<2:48:21,  5.01s/it]
 27%|██▋       | 763/2780 [1:03:49<2:39:54,  4.76s/it]
 27%|██▋       | 764/2780 [1:03:55<2:54:35,  5.20s/it]
 28%|██▊       | 765/2780 [1:03:58<2:33:58,  4.58s/it]
 28%|██▊       | 766/2780 [1:04:01<2:18:26,  4.12s/it]
 28%|██▊       | 767/2780 [1:04:05<2:11:01,  3.91s/it]
 28%|██▊       | 768/2780 [1:04:08<2:11:21,  3.92s/it]
 28%|██▊       | 769/2780 [1:04:12<2:11:39,  3.93s/it]
 28%|██▊       | 770/2780 [1:04:16<2:11:54,  3.94s/it]
                                                      

 28%|██▊       | 770/2780 [1:04:16<2:11:54,  3.94s/it]
 28%|██▊       | 771/2780 [1:04:23<2:36:00,  4.66s/it]
 28%|██▊       | 772/2780 [1:04:28<2:40:43,  4.80s/it]
 28%|██▊       | 773/2780 [1:04:34<2:54:53,  5.23s/it]
 28%|██▊       | 774/2780 [1:04:40<3:04:47,  5.53s/it]
 28%|██▊       | 775/2780 [1:04:44<2:49:52,  5.08s/it]
 28%|██▊       | 776/2780 [1:04:49<2:44:47,  4.93s/it]
 28%|██▊       | 777/2780 [1:04:55<2:57:36,  5.32s/it]
 28%|██▊       | 778/2780 [1:05:00<2:49:55,  5.09s/it]
 28%|██▊       | 779/2780 [1:05:04<2:39:09,  4.77s/it]
 28%|██▊       | 780/2780 [1:05:10<2:52:56,  5.19s/it]
                                                      

 28%|██▊       | 780/2780 [1:05:10<2:52:56,  5.19s/it]
 28%|██▊       | 781/2780 [1:05:15<2:56:36,  5.30s/it]
 28%|██▊       | 782/2780 [1:05:20<2:44:29,  4.94s/it]
 28%|██▊       | 783/2780 [1:05:25<2:46:21,  5.00s/it]
 28%|██▊       | 784/2780 [1:05:30<2:44:54,  4.96s/it]
 28%|██▊       | 785/2780 [1:05:36<2:57:24,  5.34s/it]
 28%|██▊       | 786/2780 [1:05:38<2:23:35,  4.32s/it]
 28%|██▊       | 787/2780 [1:05:42<2:22:52,  4.30s/it]
 28%|██▊       | 788/2780 [1:05:48<2:40:07,  4.82s/it]
 28%|██▊       | 789/2780 [1:05:52<2:31:26,  4.56s/it]
 28%|██▊       | 790/2780 [1:05:58<2:44:27,  4.96s/it]
                                                      

 28%|██▊       | 790/2780 [1:05:58<2:44:27,  4.96s/it]
 28%|██▊       | 791/2780 [1:06:02<2:35:22,  4.69s/it]
 28%|██▊       | 792/2780 [1:06:08<2:50:32,  5.15s/it]
 29%|██▊       | 793/2780 [1:06:13<2:50:21,  5.14s/it]
 29%|██▊       | 794/2780 [1:06:20<3:00:58,  5.47s/it]
 29%|██▊       | 795/2780 [1:06:26<3:06:06,  5.63s/it]
 29%|██▊       | 796/2780 [1:06:28<2:39:24,  4.82s/it]
 29%|██▊       | 797/2780 [1:06:33<2:39:18,  4.82s/it]
 29%|██▊       | 798/2780 [1:06:39<2:48:02,  5.09s/it]
 29%|██▊       | 799/2780 [1:06:43<2:37:19,  4.76s/it]
 29%|██▉       | 800/2780 [1:06:49<2:51:37,  5.20s/it]
                                                      

 29%|██▉       | 800/2780 [1:06:49<2:51:37,  5.20s/it]
 29%|██▉       | 801/2780 [1:06:54<2:50:54,  5.18s/it]
 29%|██▉       | 802/2780 [1:07:01<3:01:06,  5.49s/it]
 29%|██▉       | 803/2780 [1:07:03<2:35:07,  4.71s/it]
 29%|██▉       | 804/2780 [1:07:07<2:28:02,  4.50s/it]
 29%|██▉       | 805/2780 [1:07:14<2:44:59,  5.01s/it]
 29%|██▉       | 806/2780 [1:07:18<2:42:08,  4.93s/it]
 29%|██▉       | 807/2780 [1:07:22<2:33:22,  4.66s/it]
 29%|██▉       | 808/2780 [1:07:28<2:40:55,  4.90s/it]
 29%|██▉       | 809/2780 [1:07:32<2:30:20,  4.58s/it]
 29%|██▉       | 810/2780 [1:07:38<2:46:27,  5.07s/it]
                                                      

 29%|██▉       | 810/2780 [1:07:38<2:46:27,  5.07s/it]
 29%|██▉       | 811/2780 [1:07:44<2:57:46,  5.42s/it]
 29%|██▉       | 812/2780 [1:07:50<3:05:30,  5.66s/it]
 29%|██▉       | 813/2780 [1:07:55<2:57:27,  5.41s/it]
 29%|██▉       | 814/2780 [1:08:00<2:51:59,  5.25s/it]
 29%|██▉       | 815/2780 [1:08:05<2:51:17,  5.23s/it]
 29%|██▉       | 816/2780 [1:08:09<2:41:12,  4.92s/it]
 29%|██▉       | 817/2780 [1:08:15<2:43:09,  4.99s/it]
 29%|██▉       | 818/2780 [1:08:20<2:44:21,  5.03s/it]
 29%|██▉       | 819/2780 [1:08:26<2:55:59,  5.38s/it]
 29%|██▉       | 820/2780 [1:08:32<3:04:05,  5.64s/it]
                                                      

 29%|██▉       | 820/2780 [1:08:32<3:04:05,  5.64s/it]
 30%|██▉       | 821/2780 [1:08:37<2:56:12,  5.40s/it]
 30%|██▉       | 822/2780 [1:08:41<2:46:57,  5.12s/it]
 30%|██▉       | 823/2780 [1:08:47<2:47:03,  5.12s/it]
 30%|██▉       | 824/2780 [1:08:49<2:24:58,  4.45s/it]
 30%|██▉       | 825/2780 [1:08:56<2:42:11,  4.98s/it]
 30%|██▉       | 826/2780 [1:09:00<2:35:43,  4.78s/it]
 30%|██▉       | 827/2780 [1:09:06<2:44:23,  5.05s/it]
 30%|██▉       | 828/2780 [1:09:12<2:53:50,  5.34s/it]
 30%|██▉       | 829/2780 [1:09:16<2:40:55,  4.95s/it]
 30%|██▉       | 830/2780 [1:09:20<2:38:43,  4.88s/it]
                                                      

 30%|██▉       | 830/2780 [1:09:21<2:38:43,  4.88s/it]
 30%|██▉       | 831/2780 [1:09:27<2:56:24,  5.43s/it]
 30%|██▉       | 832/2780 [1:09:32<2:48:04,  5.18s/it]
 30%|██▉       | 833/2780 [1:09:36<2:43:14,  5.03s/it]
 30%|███       | 834/2780 [1:09:41<2:37:28,  4.86s/it]
 30%|███       | 835/2780 [1:09:47<2:50:40,  5.27s/it]
 30%|███       | 836/2780 [1:09:51<2:37:45,  4.87s/it]
 30%|███       | 837/2780 [1:09:57<2:44:36,  5.08s/it]
 30%|███       | 838/2780 [1:10:03<2:55:35,  5.42s/it]
 30%|███       | 839/2780 [1:10:09<3:04:02,  5.69s/it]
 30%|███       | 840/2780 [1:10:15<3:09:05,  5.85s/it]
                                                      

 30%|███       | 840/2780 [1:10:15<3:09:05,  5.85s/it]
 30%|███       | 841/2780 [1:10:22<3:12:36,  5.96s/it]
 30%|███       | 842/2780 [1:10:27<3:04:29,  5.71s/it]
 30%|███       | 843/2780 [1:10:29<2:33:01,  4.74s/it]
 30%|███       | 844/2780 [1:10:35<2:43:56,  5.08s/it]
 30%|███       | 845/2780 [1:10:41<2:54:52,  5.42s/it]
 30%|███       | 846/2780 [1:10:48<3:02:30,  5.66s/it]
 30%|███       | 847/2780 [1:10:53<3:03:15,  5.69s/it]
 31%|███       | 848/2780 [1:10:58<2:57:49,  5.52s/it]
 31%|███       | 849/2780 [1:11:02<2:41:36,  5.02s/it]
 31%|███       | 850/2780 [1:11:04<2:11:53,  4.10s/it]
                                                      

 31%|███       | 850/2780 [1:11:04<2:11:53,  4.10s/it]
 31%|███       | 851/2780 [1:11:11<2:34:04,  4.79s/it]
 31%|███       | 852/2780 [1:11:14<2:24:50,  4.51s/it]
 31%|███       | 853/2780 [1:11:19<2:20:21,  4.37s/it]
 31%|███       | 854/2780 [1:11:21<2:04:44,  3.89s/it]
 31%|███       | 855/2780 [1:11:26<2:14:20,  4.19s/it]
 31%|███       | 856/2780 [1:11:33<2:35:58,  4.86s/it]
 31%|███       | 857/2780 [1:11:37<2:34:10,  4.81s/it]
 31%|███       | 858/2780 [1:11:39<2:08:29,  4.01s/it]
 31%|███       | 859/2780 [1:11:44<2:10:39,  4.08s/it]
 31%|███       | 860/2780 [1:11:48<2:13:03,  4.16s/it]
                                                      

 31%|███       | 860/2780 [1:11:48<2:13:03,  4.16s/it]
 31%|███       | 861/2780 [1:11:52<2:11:10,  4.10s/it]
 31%|███       | 862/2780 [1:11:57<2:23:55,  4.50s/it]
 31%|███       | 863/2780 [1:12:03<2:30:14,  4.70s/it]
 31%|███       | 864/2780 [1:12:06<2:21:49,  4.44s/it]
 31%|███       | 865/2780 [1:12:12<2:28:23,  4.65s/it]
 31%|███       | 866/2780 [1:12:17<2:30:49,  4.73s/it]
 31%|███       | 867/2780 [1:12:22<2:34:37,  4.85s/it]
 31%|███       | 868/2780 [1:12:28<2:47:02,  5.24s/it]
 31%|███▏      | 869/2780 [1:12:31<2:24:39,  4.54s/it]
 31%|███▏      | 870/2780 [1:12:35<2:18:40,  4.36s/it]
                                                      

 31%|███▏      | 870/2780 [1:12:35<2:18:40,  4.36s/it]
 31%|███▏      | 871/2780 [1:12:41<2:36:25,  4.92s/it]
 31%|███▏      | 872/2780 [1:12:47<2:48:45,  5.31s/it]
 31%|███▏      | 873/2780 [1:12:51<2:37:46,  4.96s/it]
 31%|███▏      | 874/2780 [1:12:53<2:07:37,  4.02s/it]
 31%|███▏      | 875/2780 [1:12:58<2:18:12,  4.35s/it]
 32%|███▏      | 876/2780 [1:13:03<2:18:22,  4.36s/it]
 32%|███▏      | 877/2780 [1:13:09<2:35:57,  4.92s/it]
 32%|███▏      | 878/2780 [1:13:15<2:48:16,  5.31s/it]
 32%|███▏      | 879/2780 [1:13:21<2:56:50,  5.58s/it]
 32%|███▏      | 880/2780 [1:13:26<2:52:29,  5.45s/it]
                                                      

 32%|███▏      | 880/2780 [1:13:26<2:52:29,  5.45s/it]
 32%|███▏      | 881/2780 [1:13:32<2:49:57,  5.37s/it]
 32%|███▏      | 882/2780 [1:13:38<2:57:56,  5.63s/it]
 32%|███▏      | 883/2780 [1:13:44<3:03:28,  5.80s/it]
 32%|███▏      | 884/2780 [1:13:46<2:27:12,  4.66s/it]
 32%|███▏      | 885/2780 [1:13:51<2:27:03,  4.66s/it]
 32%|███▏      | 886/2780 [1:13:57<2:45:24,  5.24s/it]
 32%|███▏      | 887/2780 [1:14:03<2:54:34,  5.53s/it]
 32%|███▏      | 888/2780 [1:14:09<2:50:43,  5.41s/it]
 32%|███▏      | 889/2780 [1:14:15<2:58:15,  5.66s/it]
 32%|███▏      | 890/2780 [1:14:21<3:03:28,  5.82s/it]
                                                      

 32%|███▏      | 890/2780 [1:14:21<3:03:28,  5.82s/it]
 32%|███▏      | 891/2780 [1:14:27<3:05:21,  5.89s/it]
 32%|███▏      | 892/2780 [1:14:33<3:08:25,  5.99s/it]
 32%|███▏      | 893/2780 [1:14:38<2:59:44,  5.72s/it]
 32%|███▏      | 894/2780 [1:14:45<3:04:23,  5.87s/it]
 32%|███▏      | 895/2780 [1:14:48<2:46:02,  5.29s/it]
 32%|███▏      | 896/2780 [1:14:55<2:59:16,  5.71s/it]
 32%|███▏      | 897/2780 [1:15:00<2:53:46,  5.54s/it]
 32%|███▏      | 898/2780 [1:15:07<3:00:45,  5.76s/it]
 32%|███▏      | 899/2780 [1:15:09<2:32:35,  4.87s/it]
 32%|███▏      | 900/2780 [1:15:15<2:35:01,  4.95s/it]
                                                      

 32%|███▏      | 900/2780 [1:15:15<2:35:01,  4.95s/it]
 32%|███▏      | 901/2780 [1:15:19<2:26:19,  4.67s/it]
 32%|███▏      | 902/2780 [1:15:25<2:40:46,  5.14s/it]
 32%|███▏      | 903/2780 [1:15:31<2:50:56,  5.46s/it]
